823,338
762,281
680,232
584,191
492,166
426,159
818,407
753,361
661,310
552,265
444,234
382,223
801,502
734,465
635,417
515,370
399,333
332,314
768,600
698,578
594,545
473,497
359,451
292,423
650,678
433,616
266,530
223,504
695,735
619,727
520,707
412,672
258,589
500,820
232,702
262,255
238,234
794,180
