1000,1000,0
1000,0,0
1000,-1000,0
1000,-2000,0
1000,-3000,0
1000,-3700,0
2000,1000,0
2000,0,0
2000,-1000,0
2000,-2000,0
2000,-3000,0
2000,-3700,0
3000,1000,0
3000,0,0
3000,-1000,0
3000,-2000,0
3000,-3000,0
3000,-3700,0
4000,1000,0
4000,0,0
4000,-1000,0
4000,-2000,0
4000,-3000,0
4000,-3700,0
5000,0,0
5000,-2000,0
5000,-3700,0
5000,-4350,0
6000,1000,0
6000,0,0
6000,-1000,0
6000,-2000,0
6000,-3700,0
6050,-1000,1000
6050,-3160,1000
2980,-3800,1000
2980,-3800,1300
-0035,-0090,0800
