557,828
617,791
683,742
744,685
795,621
836,557
864,500
883,450
502,801
566,762
639,709
708,642
766,571
810,502
840,444
859,398
436,763
503,720
581,659
659,584
724,507
773,437
805,381
825,339
839,307
366,708
427,658
511,590
589,508
663,429
718,362
756,313
782,278
800,252
296,641
350,581
423,507
507,422
587,348
650,289
695,248
727,219
753,201
237,567
427,344
509,276
576,227
628,193
669,171
699,155
194,496
362,285
441,223
507,180
843,216
883,184
396,197
360,95
421,828
402,915
793,725
851,773
