833,667
848,595
856,511
852,420
837,334
814,260
778,694
795,618
806,522
802,419
784,322
758,240
729,176
705,723
721,643
730,537
725,418
707,308
682,220
657,158
615,745
621,665
623,552
616,420
602,299
585,208
510,757
501,677
491,564
482,426
478,302
475,210
474,149
409,754
385,675
367,565
356,436
359,319
370,226
382,162
883,696
920,409
299,732
240,427
807,400
481,616
